0,10010011
0,10010111
0,10000111
0,10000111
0,10001101
0,10000111
0,10000111
0,10010111
0,10000101
0,10010111
0,10011111
0,10111111
0,10110111
0,11010111
0,11010111
0,10110111
0,10101111
0,10111011
0,10101111
0,10111111
1,10101011
1,11000011
1,11001011
1,11001111
1,11000111
1,11000111
1,11000111
1,11000011
1,11001011
1,11000011
1,10101011
1,10100011
1,10100011
1,10100011
1,10100011
1,10100011
1,10100011
1,10100011
1,10101011
1,10101011
0,10000111
0,10000111
0,10010111
0,10000101
0,10010111
0,10011111
0,10111111
0,10110111
0,11010111
0,11010111
0,10110111
0,10101111
0,10111011
0,10101111
0,10111111
1,10101011
1,11000011
1,11001011
1,11001111
1,11000111
1,11000111
1,11000111
1,11000011
1,11001011
1,11000011
1,10101011
1,10100011
1,10100011
1,10100011
