0,0100111111100000
0,0101010011111110
0,0101000100000110
0,0110010011001110
0,0111101111111000
0,0111101111111000
0,0101001110010000
0,0101010101101000
0,0101010110111100
0,0101100101101000
0,0100110011100000
0,0111011110001000
0,0111000101101000
0,0100100100011000
0,0111000101101000
0,0111000101101000
0,0101011100111110
0,0110011011000110
0,0101111110001000
0,0100111111100000
0,1111010010000000
0,0101101001110000
0,0111100011100000
0,0111011101001000
0,0100111100010110
0,0111011110010000
0,0101010101101000
0,0100100110001000
0,1111100000101000
0,0100110000010110
0,0100110000101100
0,0111110111011000
0,0101110001010000
0,0101110001010010
0,0110101100010100
0,0101001101000100
0,0100001111010110
0,0101110001011100
0,0100100100011000
0,1110100100001010
0,0110100011011001
0,0100111101111010
0,0101111001011100
0,0101101100011111
0,0100111111001000
1,1111011010100100
1,1111011010100100
1,0111011010110011
1,0110000110001111
1,0110111010111111
1,0110001010111111
1,0110001010111111
1,0110001010111111
1,0110111010111111
1,1111011010110001
1,1111011010110001
1,1111011010110001
1,0110111010101011
1,0110111010101011
1,0110001010101011
1,1111011010110011
1,0101011000100111
1,1111011010110011
1,0101011000100111
1,0100111000111111
1,0110001010111111
1,0110001010101011
1,0101011000100111
1,0101000001000111
1,0101011000100111
1,1101011000100101
1,1101000001000111
1,0101000001000111
1,0110000110001111
1,1111011010110001
1,0111011010110011
1,0110000110001111
1,0101000010100101
1,1111011010110011
1,0111011010110011
2,1110100101010000
2,1100011100001010
2,0011001101111010
2,1100111010000010
2,1100011111000000
2,1110011110011010
2,1100101111001010
2,0010000101011000
2,0010000101011000
2,1100001110001000
2,0011010000001110
2,1111100000001110
2,1000101100000010
2,1011111110110010
2,1100111010000010
2,1110000000010010
2,0010000101011000
2,1010110000011010
2,1100100000011010
2,0000101100001010
2,1000011111000010
2,0000011111001010
2,1110011110011010
2,1100111001001000
2,1110010110010000
2,0010101110011010
2,0000101100001010
2,1100001010001000
2,1110100101010000
2,1111111101111010
2,1110001100001010
2,1010101010000000
2,1100011100001010
2,1110001100001010
2,1100111010000010
2,1000111010000000
2,1111101011111000
2,1011011001100000
2,0000101100001010
2,1100011100001010
3,1010101101011000
3,0011001101001100
3,1010111111011010
3,1000000000001010
3,0111110000000010
3,0111111111000010
3,1010110000011010
3,0011001101001100
3,0111100110000000
3,1010110000011010
3,0111110000000010
3,0111111111000010
3,0111110000000010
3,0111110000000010
3,0010111111010010
3,0010011000100110
3,0000001111000010
3,1010110000011010
3,1010100110011000
3,0101100111100110
3,1011001101000100
3,1011001101000100
3,1000000000001010
3,0011011111001110
3,1011010010100000
3,1111111101001100
3,0111110000000010
3,0011001101001100
3,0111111111001010
3,1011011001100000
3,1011011001100000
3,1011010100000110
3,1010100110011000
3,1011010100000110
3,1011001101000100
