0,0000100001001010,0001100101011000,0000001000010000,0000000100010000,0101110111110010
0,0010000001010010,0001100101011000,0000001000010000,0000000100010000,0110111011110100
0,0010000001000110,0001101010011000,0000000100001000,0000010000100100,0110111011110100
0,0010000001001010,0001101010011000,0000000100001000,0000000100010000,0101111000000100
0,0000100001000110,0001101010011000,0000000100001000,0000010000100100,0110110000001010
0,0000100001000110,0001101010011000,0000000100001000,0000010000100100,0110110000001010
0,0000100001001010,0001100101011000,0000001000010000,0000000100010000,0100000110000010
0,0000100001000110,0001101010011000,0000000100001000,0000010000100100,0100001010011010
0,0000100001001010,0001100101011000,0000001000010000,0000010000100100,0100001010011010
0,0010000001000110,0001101010011000,0000001000010000,0000010000100100,0110010110000010
0,0000100001010010,0001100101011000,0000000100001000,0000000100010000,0101110111110010
0,0000100001010010,0001100101011000,0000001000010000,0000000100010000,0110010110000010
0,0000100001000110,0001101010011000,0000001000010000,0000010000100100,0110010110000010
0,0000100001000110,0001101010011000,0000001000010000,0000010000100100,0101110111110010
0,0000100001000110,0001101010011000,0000001000010000,0000010000100100,0110010110000010
0,0000100001000110,0001101010011000,0000001000010000,0000010000100100,0110010110000010
0,0010000001010010,0001101010011000,0000001000010000,0000000100010000,0110111011110100
0,0010000001010010,0001101010011000,0000001000010000,0000000100010000,0101111100001100
0,0010000001010010,0001100101011000,0000001000010000,0000000100010000,0110010110000010
0,0000100001001010,0001100101011000,0000001000010000,0000000100010000,0101110111110010
0,0000100001010010,1010110100010110,0000001000010000,0000000100010000,0101001011000100
0,0010000001000110,0001101010011000,0000000100001000,0000010000100100,0110010110000010
0,0000100001000110,0001101010011000,0000001000010000,0000010000100100,0110110000001010
0,0000010001010010,0001100101011000,0000001000010000,0000000100010000,0110100101000010
0,0000100001010010,0001100101011000,0000000100001000,0000000100010000,0101111000000100
0,0000100001001010,0001100101011000,0000001000010000,0000000100010000,0110010110000010
0,0000100001000110,0001101010011000,0000000100001000,0000010000100100,0100001010011010
0,0000100001000110,0001101010011000,0000001000010000,0000010000100100,0101110101100010
0,0010000001001010,0001101010011000,0000000001000100,1000000000100100,0100001010011010
0,0000100001001010,0001100101011000,0000001000010000,0000000100010000,0101111000000100
0,0000100001000110,0001101010011000,0000001000010000,0000000100010000,0101110111110010
0,0000100001001010,0001101010011000,0000001000010000,0000000100010000,0110110000001010
0,0000100001010010,0001100101011000,0000001000010000,0000000100010000,0100111001011010
0,0000100001000110,0000010111010000,0000001000010000,0000000100010000,0101001011000100
0,0000100001000110,0000010111010000,0000001000010000,0000000100010000,0110010110000010
0,0000100001000110,0001101010011000,0000001000010000,0000000100010000,0100001010011010
0,0000100001010010,0001100101011000,0000000100001000,0000000100010000,0101001011000100
0,0000010001001010,0011000101001100,0000000100001000,0000000100010000,0110100101000010
0,0000100001000110,0001101010011000,0000001000010000,0000010000100100,0101110111110010
0,0000100001000110,1010110100010110,0000000000100001,0000001000100000,0100111001011010
0,0000010001000110,0011010100001100,0000000000100001,0000100010000000,0101000100110010
0,0000100001010010,1000010111010010,0000000001000100,1000000000100100,0100001010011010
0,0000100001010010,0000010111010000,0000000001000100,0001000100000000,0100001010011010
0,0000100001001010,0000100010010011,0000001000010000,0000010000100100,0101110111110010
0,0000010001010010,0001010101101000,0000001000010000,0000000100010000,0101110111110010
1,0000100001000110,1010110100010110,0000000000100001,0000000100010000,0101001011000100
1,0000100001000110,1010110100010110,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,0010110100010100,0000000000100001,0000000100010000,0101001011000100
1,0000010001000110,0011010100001100,0000000000100001,0000001000100000,0101001011000100
1,0000100001000110,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000010001000110,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000010001000110,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000010001000110,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000100001000110,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,1010110100010110,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,1010110100010110,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,1010110100010110,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000010001010010,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,1010110100010100,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,0000111010110000,0000000000100001,0000001000100000,0101001011000100
1,0000100001010010,1010110100010100,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,0000111010110000,0000000000100001,0000001000100000,0101001011000100
1,0000100001010010,0001011010101000,0000000000100001,0000001000100000,0101001011000100
1,0000010001000110,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000010001010010,0011010100001100,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,0000111010110000,0000000000100001,0000001000100000,0101001011000100
1,0000100001010010,0000111010110000,0000000000100001,0000010001000000,0101001011000100
1,0000100001010010,0000111010110000,0000000000100001,0000001000100000,0101001011000100
1,0000100001010010,1000111010110010,0000000000100001,0000001000100000,0101001011000100
1,0000100001010010,1000111010110000,0000000000100001,0000010001000000,0101001011000100
1,0000100001010010,0000111010110000,0000000000100001,0000010001000000,0101001011000100
1,0000010001000110,0011010100001100,0000000000100001,0000001000100000,0101001011000100
1,0000100001010010,1010110100010110,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,0010110100010100,0000000000100001,0000000100010000,0101001011000100
1,0000010001000110,0011010100001100,0000000000100001,0000001000100000,0101001011000100
1,0000010001010010,0011010100001100,0000000000100001,0000000100010000,0110000011001010
1,0000100001010010,1010110100010100,0000000000100001,0000000100010000,0101001011000100
1,0000100001010010,0010110100010100,0000000000100001,0000000100010000,0101001011000100
2,0100001000100001,0000011101100011,0000000010001000,0010001000000000,1000111010011010
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,1010010101000010
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,0101000100110010
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,1010110011001010
2,0100001000100001,0000011101100011,0000000010001000,0010001000000000,1010000000001010
2,0100001000100001,0000110101110000,0000000010001000,0000011010000001,1010111011000010
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,1010100110000010
2,0100001000100001,0000011101100011,0000000010001000,0000000100010000,0110010110000010
2,0100001000100001,0000011101100011,0000000010001000,0000000100010000,0110010110000010
2,0100001000100001,0000011001100011,0000000010001000,0010001000000000,1010010101000010
2,0100001000100001,0000011001100011,0000000010001000,0010001000000000,0101001011000100
2,0100001000100001,0000011001100011,0000000010001000,0010001000000000,1001111011000100
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,1110100101001010
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,1101110111111010
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,1010110011001010
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,1000001001011010
2,0100001000100001,0000011101100011,0000000010001000,0000000100010000,0110010110000010
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,1100111001010010
2,0100001000100001,0000110101110000,0000000010001000,0000011010000001,1000000101000010
2,0100001000100001,0000001011100001,0000000010001000,0010001000000000,0110100101000010
